,sku,title,productCode,perso_product_type,assets,moreColors,size,massVolume,avgColor,departmentCode,familyCode,divisionCode,price,url,slug,hasStock,hasStockRetail,hasStockOrHasStockRetail,personalize,stock.ecom,stock.retail
0,H102536B 00048,"Osmose ring, large model",B652,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/102536B+00_set?a=a&size=3000,3000&extend=0,0,0,0&align=0,1'}]",False,48,,colorless,B,B03,09,520.0,/product/osmose-ring-large-model-H102536Bv00048,osmose-ring-large-model,True,False,False,False,True,False
1,H243507S 08,Couvertures et Tenues de Jour Bandana shawl 140,S021,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/243507S+08_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,SANS_TAILLE,,beige / natural,S,S02,04,880.0,/product/couvertures-et-tenues-de-jour-bandana-shawl-140-H243507Sv08,couvertures-et-tenues-de-jour-bandana-shawl-140,True,False,False,False,True,False
2,H003433S 04,Plumes en Fete scarf 90,S011,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/003433S+04_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,SANS_TAILLE,,red,S,S01,04,345.0,/product/plumes-en-fete-scarf-90-H003433Sv04,plumes-en-fete-scarf-90,True,False,False,False,True,False
3,H201134Z 90355,Amica sandal,Z854,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/201134Z+90_set?a=a&size=3000,3000&extend=0,0,0,0&align=0,1'}]",False,35.5,,white,Z,Z01,02,600.0,/product/amica-sandal-H201134Zv90355,amica-sandal,True,False,False,False,True,False
4,H201158Z 02350,Oran sandal,Z854,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/201158Z+02_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,35,,black,Z,Z01,02,690.0,/product/oran-sandal-H201158Zv02350,oran-sandal,True,False,False,False,True,False
5,H172196Z 03360,Legend sandal,Z854,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/172196Z+03_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,36,,beige / natural,Z,Z01,02,680.0,/product/legend-sandal-H172196Zv03360,legend-sandal,True,False,False,False,True,False
6,H201131Z L5350,Amore sandal,Z854,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/201131Z+L5_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,35,,red,Z,Z01,02,510.0,/product/amore-sandal-H201131ZvL5350,amore-sandal,True,False,False,False,True,False
7,H051300CC18,Kelly classic wallet,A021,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/051300CC18_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,SANS_TAILLE,,beige / natural,A,A02,01,2800.0,/product/kelly-classic-wallet-H051300CC18,kelly-classic-wallet,True,False,False,False,True,False
8,H079528CC37,O'Maillon pendant,F014,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/079528CC37_set?a=a&size=3000,3000&extend=0,0,0,0&align=0,1'}]",False,SANS_TAILLE,,beige / natural,F,F01,02,230.0,/product/o-maillon-pendant-H079528CC37,o-maillon-pendant,True,False,False,False,True,False
9,H064930CABU,Rodeo MM charm,A024,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/064930CABU_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,SANS_TAILLE,,purple,A,A02,01,430.0,/product/rodeo-mm-charm-H064930CABU,rodeo-mm-charm,True,False,False,False,True,False
10,H071002Z 02350,Oasis sandal,Z854,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/071002Z+02_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,35,,white,Z,Z01,02,580.0,/product/oasis-sandal-H071002Zv02350,oasis-sandal,True,False,False,False,True,False
11,H077675CKX9,Hermes Cinhetic To Go wallet,A021,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/077675CKX9_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,SANS_TAILLE,,purple,A,A02,01,3900.0,/product/hermes-cinhetic-to-go-wallet-H077675CKX9,hermes-cinhetic-to-go-wallet,True,False,False,False,True,False
12,H078549CKAB,Garden Party 49 voyage bag,C051,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/078549CKAB_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,SANS_TAILLE,,blue,C,C05,01,3060.0,/product/garden-party-49-voyage-bag-H078549CKAB,garden-party-49-voyage-bag,True,False,False,False,True,False
13,H201138Z 3K360,Oran sandal,Z854,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/201138Z+3K_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,36,,blue,Z,Z01,02,495.0,/product/oran-sandal-H201138Zv3K360,oran-sandal,True,False,False,False,True,False
14,H120341B 00,"Hermes Ex-Libris pendant, small model",B663,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/120341B+00_set?a=a&size=3000,3000&extend=0,0,0,0&align=0,1'}]",False,SANS_TAILLE,,colorless,B,B02,09,920.0,/product/hermes-ex-libris-pendant-small-model-H120341Bv00,hermes-ex-libris-pendant-small-model,True,False,False,False,True,False
15,H181069Z 05360,Royal loafer,Z853,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/181069Z+05_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,36,,black,Z,Z01,02,850.0,/product/royal-loafer-H181069Zv05360,royal-loafer,True,False,False,False,True,False
16,H057023FZ36T2,Evelyne cuff bracelet,F040,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/057023FZ36_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,T2,,orange,F,F04,02,365.0,/product/evelyne-cuff-bracelet-H057023FZ36T2,evelyne-cuff-bracelet,True,False,False,False,True,False
17,H057023FZ1CT3,Evelyne cuff bracelet,F040,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/057023FZ1C_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,T3,,blue,F,F04,02,365.0,/product/evelyne-cuff-bracelet-H057023FZ1CT3,evelyne-cuff-bracelet,True,False,False,False,True,False
18,H071093Z K8355,Oran sandal,Z854,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/071093Z+K8_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,35.5,,pink,Z,Z01,02,495.0,/product/oran-sandal-H071093ZvK8355,oran-sandal,True,False,False,False,True,False
19,H104261B 00046,Vertige ring,B652,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/104261B+00_set?a=a&size=3000,3000&extend=0,0,0,0&align=0,1'}]",False,46,,colorless,B,B03,09,340.0,/product/vertige-ring-H104261Bv00046,vertige-ring,True,False,False,False,True,False
20,H219492B 00LG,"Echappee Hermes bracelet, small model",B626,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/219492B+00_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,LG,,colorless,B,B01,09,920.0,/product/echappee-hermes-bracelet-small-model-H219492Bv00LG,echappee-hermes-bracelet-small-model,True,False,False,False,True,False
21,H192218Z A3350,Santorini sandal,Z854,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/192218Z+A3_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,35,,beige / natural,Z,Z01,02,910.0,/product/santorini-sandal-H192218ZvA3350,santorini-sandal,True,False,False,False,True,False
22,H201075Z 90360,Oz mule,Z876,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/201075Z+90_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,36,,white,Z,Z01,02,910.0,/product/oz-mule-H201075Zv90360,oz-mule,True,False,False,False,True,False
23,H201056Z N2360,Oran sandal,Z854,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/201056Z+N2_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,36,,beige / natural,Z,Z01,02,680.0,/product/oran-sandal-H201056ZvN2360,oran-sandal,True,False,False,False,True,False
24,H079114CKAD,Silk'in classic wallet,A021,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/079114CKAD_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,SANS_TAILLE,,beige / natural,A,A02,01,940.0,/product/silk-in-classic-wallet-H079114CKAD,silk-in-classic-wallet,True,False,False,False,True,False
25,H003434S 08,La Source de Pegase scarf 90,S011,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/003434S+08_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,SANS_TAILLE,,blue,S,S01,04,345.0,/product/la-source-de-pegase-scarf-90-H003434Sv08,la-source-de-pegase-scarf-90,True,False,False,False,True,False
26,H0E2635DA9C36,"""Chaines d'Ancres"" short-sleeve zipped sweater",D346,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/0E2635DA9C_set?a=a&size=3000,3000&extend=0,0,0,0&align=0,1'}]",False,36,,red,D,D05,02,1240.0,/product/chaines-d-ancres-short-sleeve-zipped-sweater-H0E2635DA9C36,chaines-d-ancres-short-sleeve-zipped-sweater,True,False,False,False,True,False
27,H079101CKAM105,Sangle Wooly 50 mm bicolore bag strap,C063,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/079101CKAM_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,105,,orange,C,C06,01,640.0,/product/sangle-wooly-50-mm-bicolore-bag-strap-H079101CKAM105,sangle-wooly-50-mm-bicolore-bag-strap,True,False,False,False,True,False
28,H300001F 6NGM,Clic Clac H bracelet,F031,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/300001F+6N_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,GM,,red,F,F03,02,570.0,/product/clic-clac-h-bracelet-H300001Fv6NGM,clic-clac-h-bracelet,True,False,False,False,True,False
29,H201078Z 5T360,Avenue sandal,Z854,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/201078Z+5T_set?a=a&size=3000,3000&extend=0,0,0,0&align=0,1'}]",False,36,,pink,Z,Z01,02,840.0,/product/avenue-sandal-H201078Zv5T360,avenue-sandal,True,False,False,False,True,False
30,H192135Z K9355,Oran sandal,Z854,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/192135Z+K9_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,35.5,,red,Z,Z01,02,495.0,/product/oran-sandal-H192135ZvK9355,oran-sandal,True,False,False,False,True,False
31,H704001F 49GM,Clic H Panoplie Equestre bracelet,F020,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/704001F+49_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,GM,,black,F,F02,02,560.0,/product/clic-h-panoplie-equestre-bracelet-H704001Fv49GM,clic-h-panoplie-equestre-bracelet,True,False,False,False,True,False
32,H201147Z A3350,Ancone espadrille,Z858,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/201147Z+A3_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,35,,beige / natural,Z,Z01,02,470.0,/product/ancone-espadrille-H201147ZvA3350,ancone-espadrille,True,False,False,False,True,False
33,H201144Z BZ350,Oasis sandal,Z854,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/201144Z+BZ_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,35,,brown,Z,Z01,02,570.0,/product/oasis-sandal-H201144ZvBZ350,oasis-sandal,True,False,False,False,True,False
34,H073468CKU4,Plume II mini bag,C031,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/073468CKU4_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,SANS_TAILLE,,green,C,C03,01,4500.0,/product/plume-ii-mini-bag-H073468CKU4,plume-ii-mini-bag,True,False,False,False,True,False
35,H073568CC89,Clic 16 wallet,A021,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/073568CC89_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,SANS_TAILLE,,black,A,A02,01,2160.0,/product/clic-16-wallet-H073568CC89,clic-16-wallet,True,False,False,False,True,False
0,H102536B 00048,"Osmose ring, large model",B652,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/102536B+00_set?a=a&size=3000,3000&extend=0,0,0,0&align=0,1'}]",False,48,,colorless,B,B03,09,520.0,/product/osmose-ring-large-model-H102536Bv00048,osmose-ring-large-model,True,False,False,False,True,False
1,H243507S 08,Couvertures et Tenues de Jour Bandana shawl 140,S021,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/243507S+08_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,SANS_TAILLE,,beige / natural,S,S02,04,880.0,/product/couvertures-et-tenues-de-jour-bandana-shawl-140-H243507Sv08,couvertures-et-tenues-de-jour-bandana-shawl-140,True,False,False,False,True,False
2,H003433S 04,Plumes en Fete scarf 90,S011,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/003433S+04_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,SANS_TAILLE,,red,S,S01,04,345.0,/product/plumes-en-fete-scarf-90-H003433Sv04,plumes-en-fete-scarf-90,True,False,False,False,True,False
3,H201134Z 90355,Amica sandal,Z854,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/201134Z+90_set?a=a&size=3000,3000&extend=0,0,0,0&align=0,1'}]",False,35.5,,white,Z,Z01,02,600.0,/product/amica-sandal-H201134Zv90355,amica-sandal,True,False,False,False,True,False
4,H201158Z 02350,Oran sandal,Z854,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/201158Z+02_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,35,,black,Z,Z01,02,690.0,/product/oran-sandal-H201158Zv02350,oran-sandal,True,False,False,False,True,False
5,H172196Z 03360,Legend sandal,Z854,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/172196Z+03_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,36,,beige / natural,Z,Z01,02,680.0,/product/legend-sandal-H172196Zv03360,legend-sandal,True,False,False,False,True,False
6,H201131Z L5350,Amore sandal,Z854,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/201131Z+L5_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,35,,red,Z,Z01,02,510.0,/product/amore-sandal-H201131ZvL5350,amore-sandal,True,False,False,False,True,False
7,H051300CC18,Kelly classic wallet,A021,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/051300CC18_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,SANS_TAILLE,,beige / natural,A,A02,01,2800.0,/product/kelly-classic-wallet-H051300CC18,kelly-classic-wallet,True,False,False,False,True,False
8,H079528CC37,O'Maillon pendant,F014,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/079528CC37_set?a=a&size=3000,3000&extend=0,0,0,0&align=0,1'}]",False,SANS_TAILLE,,beige / natural,F,F01,02,230.0,/product/o-maillon-pendant-H079528CC37,o-maillon-pendant,True,False,False,False,True,False
9,H064930CABU,Rodeo MM charm,A024,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/064930CABU_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,SANS_TAILLE,,purple,A,A02,01,430.0,/product/rodeo-mm-charm-H064930CABU,rodeo-mm-charm,True,False,False,False,True,False
10,H071002Z 02350,Oasis sandal,Z854,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/071002Z+02_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,35,,white,Z,Z01,02,580.0,/product/oasis-sandal-H071002Zv02350,oasis-sandal,True,False,False,False,True,False
11,H077675CKX9,Hermes Cinhetic To Go wallet,A021,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/077675CKX9_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,SANS_TAILLE,,purple,A,A02,01,3900.0,/product/hermes-cinhetic-to-go-wallet-H077675CKX9,hermes-cinhetic-to-go-wallet,True,False,False,False,True,False
12,H078549CKAB,Garden Party 49 voyage bag,C051,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/078549CKAB_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,SANS_TAILLE,,blue,C,C05,01,3060.0,/product/garden-party-49-voyage-bag-H078549CKAB,garden-party-49-voyage-bag,True,False,False,False,True,False
13,H201138Z 3K360,Oran sandal,Z854,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/201138Z+3K_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,36,,blue,Z,Z01,02,495.0,/product/oran-sandal-H201138Zv3K360,oran-sandal,True,False,False,False,True,False
14,H120341B 00,"Hermes Ex-Libris pendant, small model",B663,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/120341B+00_set?a=a&size=3000,3000&extend=0,0,0,0&align=0,1'}]",False,SANS_TAILLE,,colorless,B,B02,09,920.0,/product/hermes-ex-libris-pendant-small-model-H120341Bv00,hermes-ex-libris-pendant-small-model,True,False,False,False,True,False
15,H181069Z 05360,Royal loafer,Z853,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/181069Z+05_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,36,,black,Z,Z01,02,850.0,/product/royal-loafer-H181069Zv05360,royal-loafer,True,False,False,False,True,False
16,H057023FZ36T2,Evelyne cuff bracelet,F040,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/057023FZ36_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,T2,,orange,F,F04,02,365.0,/product/evelyne-cuff-bracelet-H057023FZ36T2,evelyne-cuff-bracelet,True,False,False,False,True,False
17,H057023FZ1CT3,Evelyne cuff bracelet,F040,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/057023FZ1C_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,T3,,blue,F,F04,02,365.0,/product/evelyne-cuff-bracelet-H057023FZ1CT3,evelyne-cuff-bracelet,True,False,False,False,True,False
18,H071093Z K8355,Oran sandal,Z854,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/071093Z+K8_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,35.5,,pink,Z,Z01,02,495.0,/product/oran-sandal-H071093ZvK8355,oran-sandal,True,False,False,False,True,False
19,H104261B 00046,Vertige ring,B652,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/104261B+00_set?a=a&size=3000,3000&extend=0,0,0,0&align=0,1'}]",False,46,,colorless,B,B03,09,340.0,/product/vertige-ring-H104261Bv00046,vertige-ring,True,False,False,False,True,False
20,H219492B 00LG,"Echappee Hermes bracelet, small model",B626,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/219492B+00_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,LG,,colorless,B,B01,09,920.0,/product/echappee-hermes-bracelet-small-model-H219492Bv00LG,echappee-hermes-bracelet-small-model,True,False,False,False,True,False
21,H192218Z A3350,Santorini sandal,Z854,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/192218Z+A3_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,35,,beige / natural,Z,Z01,02,910.0,/product/santorini-sandal-H192218ZvA3350,santorini-sandal,True,False,False,False,True,False
22,H201075Z 90360,Oz mule,Z876,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/201075Z+90_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,36,,white,Z,Z01,02,910.0,/product/oz-mule-H201075Zv90360,oz-mule,True,False,False,False,True,False
23,H201056Z N2360,Oran sandal,Z854,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/201056Z+N2_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,36,,beige / natural,Z,Z01,02,680.0,/product/oran-sandal-H201056ZvN2360,oran-sandal,True,False,False,False,True,False
24,H079114CKAD,Silk'in classic wallet,A021,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/079114CKAD_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,SANS_TAILLE,,beige / natural,A,A02,01,940.0,/product/silk-in-classic-wallet-H079114CKAD,silk-in-classic-wallet,True,False,False,False,True,False
25,H003434S 08,La Source de Pegase scarf 90,S011,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/003434S+08_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,SANS_TAILLE,,blue,S,S01,04,345.0,/product/la-source-de-pegase-scarf-90-H003434Sv08,la-source-de-pegase-scarf-90,True,False,False,False,True,False
26,H0E2635DA9C36,"""Chaines d'Ancres"" short-sleeve zipped sweater",D346,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/0E2635DA9C_set?a=a&size=3000,3000&extend=0,0,0,0&align=0,1'}]",False,36,,red,D,D05,02,1240.0,/product/chaines-d-ancres-short-sleeve-zipped-sweater-H0E2635DA9C36,chaines-d-ancres-short-sleeve-zipped-sweater,True,False,False,False,True,False
27,H079101CKAM105,Sangle Wooly 50 mm bicolore bag strap,C063,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/079101CKAM_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,105,,orange,C,C06,01,640.0,/product/sangle-wooly-50-mm-bicolore-bag-strap-H079101CKAM105,sangle-wooly-50-mm-bicolore-bag-strap,True,False,False,False,True,False
28,H300001F 6NGM,Clic Clac H bracelet,F031,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/300001F+6N_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,GM,,red,F,F03,02,570.0,/product/clic-clac-h-bracelet-H300001Fv6NGM,clic-clac-h-bracelet,True,False,False,False,True,False
29,H201078Z 5T360,Avenue sandal,Z854,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/201078Z+5T_set?a=a&size=3000,3000&extend=0,0,0,0&align=0,1'}]",False,36,,pink,Z,Z01,02,840.0,/product/avenue-sandal-H201078Zv5T360,avenue-sandal,True,False,False,False,True,False
30,H192135Z K9355,Oran sandal,Z854,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/192135Z+K9_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,35.5,,red,Z,Z01,02,495.0,/product/oran-sandal-H192135ZvK9355,oran-sandal,True,False,False,False,True,False
31,H704001F 49GM,Clic H Panoplie Equestre bracelet,F020,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/704001F+49_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,GM,,black,F,F02,02,560.0,/product/clic-h-panoplie-equestre-bracelet-H704001Fv49GM,clic-h-panoplie-equestre-bracelet,True,False,False,False,True,False
32,H201147Z A3350,Ancone espadrille,Z858,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/201147Z+A3_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,35,,beige / natural,Z,Z01,02,470.0,/product/ancone-espadrille-H201147ZvA3350,ancone-espadrille,True,False,False,False,True,False
33,H201144Z BZ350,Oasis sandal,Z854,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/201144Z+BZ_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,35,,brown,Z,Z01,02,570.0,/product/oasis-sandal-H201144ZvBZ350,oasis-sandal,True,False,False,False,True,False
34,H073468CKU4,Plume II mini bag,C031,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/073468CKU4_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,SANS_TAILLE,,green,C,C03,01,4500.0,/product/plume-ii-mini-bag-H073468CKU4,plume-ii-mini-bag,True,False,False,False,True,False
35,H073568CC89,Clic 16 wallet,A021,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/073568CC89_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,SANS_TAILLE,,black,A,A02,01,2160.0,/product/clic-16-wallet-H073568CC89,clic-16-wallet,True,False,False,False,True,False
0,H102536B 00048,"Osmose ring, large model",B652,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/102536B+00_set?a=a&size=3000,3000&extend=0,0,0,0&align=0,1'}]",False,48,,colorless,B,B03,09,520.0,/product/osmose-ring-large-model-H102536Bv00048,osmose-ring-large-model,True,False,False,False,True,False
1,H243507S 08,Couvertures et Tenues de Jour Bandana shawl 140,S021,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/243507S+08_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,SANS_TAILLE,,beige / natural,S,S02,04,880.0,/product/couvertures-et-tenues-de-jour-bandana-shawl-140-H243507Sv08,couvertures-et-tenues-de-jour-bandana-shawl-140,True,False,False,False,True,False
2,H003433S 04,Plumes en Fete scarf 90,S011,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/003433S+04_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,SANS_TAILLE,,red,S,S01,04,345.0,/product/plumes-en-fete-scarf-90-H003433Sv04,plumes-en-fete-scarf-90,True,False,False,False,True,False
3,H201134Z 90355,Amica sandal,Z854,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/201134Z+90_set?a=a&size=3000,3000&extend=0,0,0,0&align=0,1'}]",False,35.5,,white,Z,Z01,02,600.0,/product/amica-sandal-H201134Zv90355,amica-sandal,True,False,False,False,True,False
4,H201158Z 02350,Oran sandal,Z854,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/201158Z+02_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,35,,black,Z,Z01,02,690.0,/product/oran-sandal-H201158Zv02350,oran-sandal,True,False,False,False,True,False
5,H172196Z 03360,Legend sandal,Z854,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/172196Z+03_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,36,,beige / natural,Z,Z01,02,680.0,/product/legend-sandal-H172196Zv03360,legend-sandal,True,False,False,False,True,False
6,H201131Z L5350,Amore sandal,Z854,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/201131Z+L5_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,35,,red,Z,Z01,02,510.0,/product/amore-sandal-H201131ZvL5350,amore-sandal,True,False,False,False,True,False
7,H051300CC18,Kelly classic wallet,A021,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/051300CC18_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,SANS_TAILLE,,beige / natural,A,A02,01,2800.0,/product/kelly-classic-wallet-H051300CC18,kelly-classic-wallet,True,False,False,False,True,False
8,H079528CC37,O'Maillon pendant,F014,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/079528CC37_set?a=a&size=3000,3000&extend=0,0,0,0&align=0,1'}]",False,SANS_TAILLE,,beige / natural,F,F01,02,230.0,/product/o-maillon-pendant-H079528CC37,o-maillon-pendant,True,False,False,False,True,False
9,H064930CABU,Rodeo MM charm,A024,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/064930CABU_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,SANS_TAILLE,,purple,A,A02,01,430.0,/product/rodeo-mm-charm-H064930CABU,rodeo-mm-charm,True,False,False,False,True,False
10,H071002Z 02350,Oasis sandal,Z854,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/071002Z+02_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,35,,white,Z,Z01,02,580.0,/product/oasis-sandal-H071002Zv02350,oasis-sandal,True,False,False,False,True,False
